Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
    "Violation: AutoValue_FileIO_MatchConfiguration defined but not called.","AutoValue_FileIO_MatchConfiguration","20","10","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","emptyMatchTreatment","21","26","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","matchUpdatedFiles","22","14","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","watchInterval","23","25","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","TerminationCondition","24","29","RECOMMENDED_18","Unused Local Variables","","",""
  "<a id=""62"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_ReadMatches.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 110","AutoValue_FileIO_ReadMatches.java","69","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 109","AutoValue_FileIO_ReadMatches.java","68","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getCompression defined but not called.","getCompression","20","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getDirectoryTreatment defined but not called.","getDirectoryTreatment","25","40","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","30","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","43","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","53","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","60","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","62","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setCompression defined but not called.","setCompression","67","31","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setDirectoryTreatment defined but not called.","setDirectoryTreatment","75","31","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","83","23","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""63"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java</a>","","","","","","","",""
    "Violation: AutoValue_FileIO_Write defined but not called.","AutoValue_FileIO_Write","55","10","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","dynamic","56","14","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","sinkFn","57","72","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","outputFn","58","52","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","destinationFn","59","63","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","outputDirectory","60","38","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","filenamePrefix","61","38","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","filenameSuffix","62","38","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","FileNaming","63","29","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java line: 194","AutoValue_FileIO_Write.java","177","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java line: 214","AutoValue_FileIO_Write.java","187","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\pubsub\AutoValue_PubsubIO_Write.java line: 123","AutoValue_FileIO_Write.java","188","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java line: 246","AutoValue_FileIO_Write.java","216","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_ReadMatches.java line: 68","AutoValue_FileIO_Write.java","378","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_ReadMatches.java line: 69","AutoValue_FileIO_Write.java","379","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""64"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 24","AutoValue_TextIO_Read.java","33","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_ReadAll.java line: 116","AutoValue_TextIO_Read.java","136","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 86","AutoValue_TextIO_Read.java","113","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 12","AutoValue_TextIO_Read.java","17","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_ReadAll.java line: 115","AutoValue_TextIO_Read.java","135","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 61","AutoValue_TextIO_Read.java","98","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_Read.java line: 108","AutoValue_TextIO_Read.java","87","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 38","AutoValue_TextIO_Read.java","66","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 71","AutoValue_TextIO_Read.java","96","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 50","AutoValue_TextIO_Read.java","81","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_Read.java line: 49","AutoValue_TextIO_Read.java","39","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 37","AutoValue_TextIO_Read.java","65","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 32","AutoValue_TextIO_Read.java","60","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 30","AutoValue_TextIO_Read.java","58","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 35","AutoValue_TextIO_Read.java","54","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getFilepattern defined but not called.","getFilepattern","39","34","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getMatchConfiguration defined but not called.","getMatchConfiguration","44","28","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getHintMatchesManyFiles defined but not called.","getHintMatchesManyFiles","49","10","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getCompression defined but not called.","getCompression","54","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getDelimiter defined but not called.","getDelimiter","60","20","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getSkipHeaderLines defined but not called.","getSkipHeaderLines","65","6","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","70","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","87","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","105","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","117","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","119","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setFilepattern defined but not called.","setFilepattern","129","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setMatchConfiguration defined but not called.","setMatchConfiguration","134","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setHintMatchesManyFiles defined but not called.","setHintMatchesManyFiles","142","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setCompression defined but not called.","setCompression","148","24","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 378","AutoValue_TextIO_Read.java","149","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 379","AutoValue_TextIO_Read.java","150","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: setDelimiter defined but not called.","setDelimiter","156","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setSkipHeaderLines defined but not called.","setSkipHeaderLines","161","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","167","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 129","AutoValue_TextIO_Read.java","169","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""65"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 33","AutoValue_TextIO_ReadAll.java","24","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 150","AutoValue_TextIO_ReadAll.java","110","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 136","AutoValue_TextIO_ReadAll.java","102","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 169","AutoValue_TextIO_ReadAll.java","129","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 113","AutoValue_TextIO_ReadAll.java","86","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 17","AutoValue_TextIO_ReadAll.java","12","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 149","AutoValue_TextIO_ReadAll.java","109","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 135","AutoValue_TextIO_ReadAll.java","101","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java line: 1","AutoValue_TextIO_ReadAll.java","1","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 98","AutoValue_TextIO_ReadAll.java","73","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 66","AutoValue_TextIO_ReadAll.java","47","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 96","AutoValue_TextIO_ReadAll.java","71","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 81","AutoValue_TextIO_ReadAll.java","60","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 65","AutoValue_TextIO_ReadAll.java","46","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 60","AutoValue_TextIO_ReadAll.java","41","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 58","AutoValue_TextIO_ReadAll.java","39","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Read.java line: 54","AutoValue_TextIO_ReadAll.java","35","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getMatchConfiguration defined but not called.","getMatchConfiguration","30","28","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getCompression defined but not called.","getCompression","35","14","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getDelimiter defined but not called.","getDelimiter","41","20","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getSkipHeaderLines defined but not called.","getSkipHeaderLines","46","6","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","51","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","66","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","80","25","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","90","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","92","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setMatchConfiguration defined but not called.","setMatchConfiguration","100","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setCompression defined but not called.","setCompression","108","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setDelimiter defined but not called.","setDelimiter","116","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setSkipHeaderLines defined but not called.","setSkipHeaderLines","121","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","127","19","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""66"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadFiles.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 1","AutoValue_TextIO_ReadFiles.java","1","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 73","AutoValue_TextIO_ReadFiles.java","61","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 47","AutoValue_TextIO_ReadFiles.java","38","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 60","AutoValue_TextIO_ReadFiles.java","50","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 46","AutoValue_TextIO_ReadFiles.java","37","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 41","AutoValue_TextIO_ReadFiles.java","32","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_ReadAll.java line: 39","AutoValue_TextIO_ReadFiles.java","30","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getDesiredBundleSizeBytes defined but not called.","getDesiredBundleSizeBytes","26","7","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getDelimiter defined but not called.","getDelimiter","32","20","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getSkipHeaderLines defined but not called.","getSkipHeaderLines","37","6","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","42","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","56","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","68","27","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","77","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","79","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setDelimiter defined but not called.","setDelimiter","92","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setSkipHeaderLines defined but not called.","setSkipHeaderLines","97","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: build defined but not called.","build","103","21","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""67"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Sink.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java line: 129","AutoValue_TextIO_Sink.java","21","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getHeader defined but not called.","getHeader","21","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: getFooter defined but not called.","getFooter","26","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toString defined but not called.","toString","31","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: equals defined but not called.","equals","39","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","52","13","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toBuilder defined but not called.","toBuilder","62","22","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","69","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: Builder defined but not called.","Builder","71","4","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setHeader defined but not called.","setHeader","76","24","RECOMMENDED_13","Unused Functions","","",""
    "Violation: setFooter defined but not called.","setFooter","81","24","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""68"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_TypedWrite.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_TypedWrite.java line: 105","AutoValue_TextIO_TypedWrite.java","114","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\extensions\avro\io\AutoValue_AvroIO_TypedWrite.java line: 104","AutoValue_TextIO_TypedWrite.java","113","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_TextIO_Sink.java line: 21","AutoValue_TextIO_TypedWrite.java","129","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: AutoValue_TextIO_TypedWrite defined but not called.","AutoValue_TextIO_TypedWrite","60","10","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","filenamePrefix","61","42","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","filenameSuffix","62","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","tempDirectory","63","42","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","delimiter","64","13","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","header","65","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","footer","66","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","numShards","67","39","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","shardTemplate","68","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","FilenamePolicy","69","30","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 177","AutoValue_TextIO_TypedWrite.java","194","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 187","AutoValue_TextIO_TypedWrite.java","214","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 188","AutoValue_TextIO_TypedWrite.java","215","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\AutoValue_FileIO_Write.java line: 216","AutoValue_TextIO_TypedWrite.java","246","0","RECOMMENDED_20","Duplicate Code","","",""
  "<a id=""69"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Read.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Write.java line: 133","AutoValue_BigtableIO_Read.java","102","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Write.java line: 117","AutoValue_BigtableIO_Read.java","86","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Write.java line: 132","AutoValue_BigtableIO_Read.java","101","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\target\generated-sources\annotations\org\apache\beam\sdk\io\gcp\bigtable\AutoValue_BigtableIO_Write.java line: 116","AutoValue_BigtableIO_Read.java","85","0","RECOMMENDED_20","Duplicate Code","","",""
